"","Transect","Plot","Replicate","Date","Time","Observer","Sky","Wind","BirdNumber","Period","Minute","Species","Sex","DetectionMethod","Distance","NewRecord","CounterSing"
"11230",810,316,2,"6/13/2015","8:51:00 AM","JDW",0,2,3,1,1,"REVI","M","S",1,1,1
"11231",810,316,2,"6/13/2015","8:51:00 AM","JDW",0,2,4,1,2,"OVEN","M","S",1,1,0
"11233",810,316,2,"6/13/2015","8:51:00 AM","JDW",0,2,6,1,2,"BTNW","M","S",1,1,0
"11234",810,316,2,"6/13/2015","8:51:00 AM","JDW",0,2,9,2,4,"REVI","M","S",1,0,1
"11235",810,316,2,"6/13/2015","8:51:00 AM","JDW",0,2,10,2,4,"REVI","M","S",1,0,1
"11236",810,316,2,"6/13/2015","8:51:00 AM","JDW",0,2,11,2,4,"REVI","M","S",1,0,1
"11238",810,316,2,"6/13/2015","8:51:00 AM","JDW",0,2,13,2,4,"OVEN","M","S",1,0,0
"11239",810,316,2,"6/13/2015","8:51:00 AM","JDW",0,2,15,2,5,"BTNW","M","S",1,0,0
"11240",810,316,2,"6/13/2015","8:51:00 AM","JDW",0,2,16,2,5,"BTBW","M","S",1,1,1
"11241",810,316,2,"6/13/2015","8:51:00 AM","JDW",0,2,18,3,7,"OVEN","M","S",1,0,0
"11242",810,316,2,"6/13/2015","8:51:00 AM","JDW",0,2,19,3,7,"REVI","M","S",1,0,1
"11243",810,316,2,"6/13/2015","8:51:00 AM","JDW",0,2,20,3,7,"REVI","M","S",1,0,1
"11244",810,316,2,"6/13/2015","8:51:00 AM","JDW",0,2,21,3,7,"REVI","M","S",1,0,1
"11245",810,316,2,"6/13/2015","8:51:00 AM","JDW",0,2,23,3,8,"BTNW","M","S",1,0,0
"11246",810,316,2,"6/13/2015","8:51:00 AM","JDW",0,2,24,3,9,"BTBW","M","S",1,0,1
"11248",800,43,2,"6/13/2015","6:04:00 AM","AJS",2,2,2,1,1,"BTNW","M","S",1,1,0
"11249",800,43,2,"6/13/2015","6:04:00 AM","AJS",2,2,4,1,1,"REVI","M","S",1,1,1
"11250",800,43,2,"6/13/2015","6:04:00 AM","AJS",2,2,5,1,1,"OVEN","M","S",1,1,0
"11251",800,43,2,"6/13/2015","6:04:00 AM","AJS",2,2,7,1,2,"BTBW","M","S",1,1,1
"11252",800,43,2,"6/13/2015","6:04:00 AM","AJS",2,2,8,1,2,"BTBW","M","S",1,1,1
"11253",800,43,2,"6/13/2015","6:04:00 AM","AJS",2,2,9,1,3,"REVI","M","S",1,1,1
"11254",800,43,2,"6/13/2015","6:04:00 AM","AJS",2,2,10,2,3,"BTBW","M","S",1,0,1
"11256",800,43,2,"6/13/2015","6:04:00 AM","AJS",2,2,12,2,4,"BTNW","M","S",1,0,1
"11257",800,43,2,"6/13/2015","6:04:00 AM","AJS",2,2,13,2,4,"BTNW","M","S",1,1,1
"11258",800,43,2,"6/13/2015","6:04:00 AM","AJS",2,2,15,2,5,"REVI","M","S",1,0,0
"11259",800,43,2,"6/13/2015","6:04:00 AM","AJS",2,2,16,2,6,"OVEN","M","S",1,0,0
"11260",800,43,2,"6/13/2015","6:04:00 AM","AJS",2,2,18,3,6,"REVI","M","S",1,0,0
"11261",800,43,2,"6/13/2015","6:04:00 AM","AJS",2,2,19,3,6,"BTBW","M","S",1,0,1
"11262",800,43,2,"6/13/2015","6:04:00 AM","AJS",2,2,20,3,7,"OVEN","M","S",1,0,0
"11265",800,43,2,"6/13/2015","6:04:00 AM","AJS",2,2,24,3,8,"REVI","M","S",1,0,1
"11267",810,315,2,"6/13/2015","9:12:00 AM","JDW",0,2,3,1,1,"OVEN","M","S",1,1,0
"11268",810,315,2,"6/13/2015","9:12:00 AM","JDW",0,2,4,1,1,"BTBW","M","S",1,1,1
"11269",810,315,2,"6/13/2015","9:12:00 AM","JDW",0,2,5,1,1,"BTBW","M","S",1,1,1
"11272",810,315,2,"6/13/2015","9:12:00 AM","JDW",0,2,9,2,4,"BTBW","M","S",1,0,1
"11273",810,315,2,"6/13/2015","9:12:00 AM","JDW",0,2,10,2,4,"BTBW","M","S",1,0,1
"11274",810,315,2,"6/13/2015","9:12:00 AM","JDW",0,2,11,2,4,"OVEN","M","S",1,0,0
"11279",810,315,2,"6/13/2015","9:12:00 AM","JDW",0,2,18,3,8,"BTBW","M","S",1,0,1
"11280",810,315,2,"6/13/2015","9:12:00 AM","JDW",0,2,19,3,8,"BTBW","M","S",1,0,1
"11281",810,315,2,"6/13/2015","9:12:00 AM","JDW",0,2,21,3,10,"OVEN","M","S",1,0,0
"11282",810,315,2,"6/13/2015","9:12:00 AM","JDW",0,2,22,3,10,"BTNW","M","S",1,1,0
"11283",810,314,2,"6/13/2015","9:28:00 AM","JDW",0,1,2,1,1,"BTBW","M","S",1,1,0
"11284",810,314,2,"6/13/2015","9:28:00 AM","JDW",0,1,3,1,1,"REVI","M","S",1,1,0
"11286",810,314,2,"6/13/2015","9:28:00 AM","JDW",0,1,5,1,1,"OVEN","M","S",1,1,1
"11287",810,314,2,"6/13/2015","9:28:00 AM","JDW",0,1,9,1,3,"BTBW","M","S",1,1,0
"11288",810,314,2,"6/13/2015","9:28:00 AM","JDW",0,1,10,2,4,"BTBW","M","S",1,0,0
"11290",810,314,2,"6/13/2015","9:28:00 AM","JDW",0,1,12,2,4,"OVEN","M","S",1,0,1
"11292",810,314,2,"6/13/2015","9:28:00 AM","JDW",0,1,15,2,5,"REVI","M","S",1,0,0
"11293",810,314,2,"6/13/2015","9:28:00 AM","JDW",0,1,17,3,7,"OVEN","M","S",1,0,1
"11294",810,314,2,"6/13/2015","9:28:00 AM","JDW",0,1,18,3,7,"BTBW","M","S",1,0,0
"11297",810,314,2,"6/13/2015","9:28:00 AM","JDW",0,1,22,3,9,"REVI","M","S",1,0,0
"11299",800,44,2,"6/13/2015","6:50:00 AM","AJS",1,3,1,1,1,"REVI","M","S",1,1,0
"11300",800,44,2,"6/13/2015","6:50:00 AM","AJS",1,3,3,1,1,"BTNW","M","S",1,1,1
"11302",800,44,2,"6/13/2015","6:50:00 AM","AJS",1,3,11,2,3,"BTNW","M","S",1,0,1
"11304",800,44,2,"6/13/2015","6:50:00 AM","AJS",1,3,15,2,4,"REVI","M","S",1,0,0
"11305",800,44,2,"6/13/2015","6:50:00 AM","AJS",1,3,18,2,6,"BLBW","M","S",1,1,0
"11306",800,44,2,"6/13/2015","6:50:00 AM","AJS",1,3,19,3,6,"BLBW","M","S",1,0,0
"11308",800,44,2,"6/13/2015","6:50:00 AM","AJS",1,3,23,3,8,"BTNW","M","S",1,0,1
"11311",800,47,2,"6/13/2015","7:28:00 AM","AJS",1,4,1,1,1,"BTNW","M","S",1,1,0
"11312",800,47,2,"6/13/2015","7:28:00 AM","AJS",1,4,4,1,2,"BLBW","M","S",1,1,0
"11313",800,47,2,"6/13/2015","7:28:00 AM","AJS",1,4,5,2,3,"BTNW","M","S",1,0,0
"11314",800,47,2,"6/13/2015","7:28:00 AM","AJS",1,4,6,2,3,"BLBW","M","S",1,0,0
"11315",800,47,2,"6/13/2015","7:28:00 AM","AJS",1,4,10,3,7,"BTNW","M","S",1,0,0
"11317",800,48,2,"6/13/2015","7:55:00 AM","AJS",1,3,2,1,1,"BTNW","M","S",1,1,0
"11318",800,48,2,"6/13/2015","7:55:00 AM","AJS",1,3,3,1,1,"BTNW","M","S",1,1,0
"11320",800,48,2,"6/13/2015","7:55:00 AM","AJS",1,3,7,2,3,"BTBW","M","S",1,0,0
"11323",800,48,2,"6/13/2015","7:55:00 AM","AJS",1,3,12,2,6,"BTNW","M","S",1,0,1
"11324",800,48,2,"6/13/2015","7:55:00 AM","AJS",1,3,13,2,6,"REVI","M","S",1,0,0
"11325",800,48,2,"6/13/2015","7:55:00 AM","AJS",1,3,15,3,6,"BTNW","M","S",1,0,1
"11327",800,48,2,"6/13/2015","7:55:00 AM","AJS",1,3,17,3,7,"BTNW","M","S",1,1,1
"11328",800,48,2,"6/13/2015","7:55:00 AM","AJS",1,3,18,3,8,"REVI","M","S",1,0,0
"11329",800,49,2,"6/13/2015","8:18:00 AM","AJS",1,3,1,1,1,"OVEN","M","S",1,1,0
"11330",800,49,2,"6/13/2015","8:18:00 AM","AJS",1,3,2,1,1,"REVI","M","S",1,1,0
"11331",800,49,2,"6/13/2015","8:18:00 AM","AJS",1,3,3,1,1,"BTBW","M","S",1,1,1
"11332",800,49,2,"6/13/2015","8:18:00 AM","AJS",1,3,4,1,2,"BTBW","M","S",1,1,1
"11334",800,49,2,"6/13/2015","8:18:00 AM","AJS",1,3,7,2,3,"BTBW","M","S",1,0,1
"11335",800,49,2,"6/13/2015","8:18:00 AM","AJS",1,3,8,2,3,"BTBW","M","S",1,0,1
"11337",800,49,2,"6/13/2015","8:18:00 AM","AJS",1,3,11,2,5,"OVEN","M","S",1,0,0
"11338",800,49,2,"6/13/2015","8:18:00 AM","AJS",1,3,12,3,6,"OVEN","M","S",1,0,0
"11339",800,49,2,"6/13/2015","8:18:00 AM","AJS",1,3,13,3,7,"BTBW","M","S",1,0,1
"11341",800,49,2,"6/13/2015","8:18:00 AM","AJS",1,3,15,3,7,"BTBW","M","S",1,0,1
"11342",800,50,2,"6/13/2015","8:35:00 AM","AJS",0,3,2,1,1,"REVI","M","S",1,1,1
"11343",800,50,2,"6/13/2015","8:35:00 AM","AJS",0,3,3,1,1,"REVI","M","S",1,1,1
"11345",800,50,2,"6/13/2015","8:35:00 AM","AJS",0,3,8,2,4,"REVI","M","S",1,0,1
"11346",800,50,2,"6/13/2015","8:35:00 AM","AJS",0,3,9,2,4,"REVI","M","S",1,0,1
"11349",800,50,2,"6/13/2015","8:35:00 AM","AJS",0,3,13,2,6,"BTBW","M","S",1,1,0
"11350",800,50,2,"6/13/2015","8:35:00 AM","AJS",0,3,14,3,6,"REVI","M","S",1,0,1
"11351",800,50,2,"6/13/2015","8:35:00 AM","AJS",0,3,15,3,7,"REVI","M","S",1,0,1
"11353",800,50,2,"6/13/2015","8:35:00 AM","AJS",0,3,18,3,8,"BTBW","M","S",1,0,0
"11357",800,51,2,"6/13/2015","8:55:00 AM","AJS",1,3,1,1,1,"REVI","M","S",1,1,1
"11358",800,51,2,"6/13/2015","8:55:00 AM","AJS",1,3,2,1,1,"OVEN","M","S",1,1,0
"11359",800,51,2,"6/13/2015","8:55:00 AM","AJS",1,3,3,1,1,"BTBW","M","S",1,1,0
"11361",800,51,2,"6/13/2015","8:55:00 AM","AJS",1,3,7,1,3,"REVI","M","S",1,1,1
"11362",800,51,2,"6/13/2015","8:55:00 AM","AJS",1,3,8,2,3,"REVI","M","S",1,0,1
"11363",800,51,2,"6/13/2015","8:55:00 AM","AJS",1,3,9,2,3,"REVI","M","S",1,0,1
"11365",800,51,2,"6/13/2015","8:55:00 AM","AJS",1,3,13,2,6,"BTBW","M","S",1,0,0
"11366",800,51,2,"6/13/2015","8:55:00 AM","AJS",1,3,14,2,6,"BTNW","M","S",1,1,0
"11367",800,51,2,"6/13/2015","8:55:00 AM","AJS",1,3,15,3,6,"REVI","M","S",1,0,1
"11368",800,51,2,"6/13/2015","8:55:00 AM","AJS",1,3,16,3,7,"REVI","M","S",1,0,1
"11370",800,51,2,"6/13/2015","8:55:00 AM","AJS",1,3,18,3,7,"BTNW","M","S",1,0,0
"11371",800,51,2,"6/13/2015","8:55:00 AM","AJS",1,3,19,3,8,"BTBW","M","S",1,0,0
"11373",800,52,2,"6/13/2015","9:14:00 AM","AJS",0,3,2,1,1,"OVEN","M","S",1,1,1
"11374",800,52,2,"6/13/2015","9:14:00 AM","AJS",0,3,3,1,1,"REVI","M","S",1,1,1
"11376",800,52,2,"6/13/2015","9:14:00 AM","AJS",0,3,5,1,2,"BTNW","M","S",1,1,1
"11377",800,52,2,"6/13/2015","9:14:00 AM","AJS",0,3,6,1,2,"REVI","M","S",1,1,1
"11379",800,52,2,"6/13/2015","9:14:00 AM","AJS",0,3,8,2,3,"BTNW","M","S",1,0,1
"11382",800,52,2,"6/13/2015","9:14:00 AM","AJS",0,3,11,2,4,"REVI","M","S",1,0,1
"11383",800,52,2,"6/13/2015","9:14:00 AM","AJS",0,3,12,2,5,"REVI","M","S",1,0,1
"11384",800,52,2,"6/13/2015","9:14:00 AM","AJS",0,3,13,2,6,"OVEN","M","S",1,0,1
"11385",800,52,2,"6/13/2015","9:14:00 AM","AJS",0,3,15,2,6,"BTBW","M","S",1,1,0
"11387",800,52,2,"6/13/2015","9:14:00 AM","AJS",0,3,17,3,7,"OVEN","M","S",1,0,1
"11388",800,52,2,"6/13/2015","9:14:00 AM","AJS",0,3,18,3,7,"REVI","M","S",1,0,1
"11389",800,52,2,"6/13/2015","9:14:00 AM","AJS",0,3,19,3,8,"REVI","M","S",1,0,1
"11391",800,52,2,"6/13/2015","9:14:00 AM","AJS",0,3,22,3,9,"BTBW","M","S",1,0,0
"11392",800,53,2,"6/13/2015","9:26:00 AM","AJS",0,2,1,1,1,"REVI","M","S",1,1,1
"11393",800,53,2,"6/13/2015","9:26:00 AM","AJS",0,2,2,1,1,"OVEN","M","S",1,1,1
"11394",800,53,2,"6/13/2015","9:26:00 AM","AJS",0,2,3,1,1,"BTNW","M","S",1,1,0
"11397",800,53,2,"6/13/2015","9:26:00 AM","AJS",0,2,6,1,2,"BTBW","M","S",1,1,0
"11398",800,53,2,"6/13/2015","9:26:00 AM","AJS",0,2,7,2,3,"OVEN","M","S",1,0,1
"11401",800,53,2,"6/13/2015","9:26:00 AM","AJS",0,2,10,2,4,"BTNW","M","S",1,0,1
"11403",800,53,2,"6/13/2015","9:26:00 AM","AJS",0,2,12,2,4,"REVI","M","S",1,0,1
"11404",800,53,2,"6/13/2015","9:26:00 AM","AJS",0,2,13,2,5,"REVI","M","S",1,1,1
"11405",800,53,2,"6/13/2015","9:26:00 AM","AJS",0,2,14,2,6,"BTBW","M","S",1,0,0
"11406",800,53,2,"6/13/2015","9:26:00 AM","AJS",0,2,15,3,6,"REVI","M","S",1,0,1
"11407",800,53,2,"6/13/2015","9:26:00 AM","AJS",0,2,16,3,6,"REVI","M","S",1,0,1
"11408",800,53,2,"6/13/2015","9:26:00 AM","AJS",0,2,17,3,7,"OVEN","M","S",1,0,1
"11410",800,53,2,"6/13/2015","9:26:00 AM","AJS",0,2,19,3,8,"BTBW","M","S",1,0,0
"11411",800,53,2,"6/13/2015","9:26:00 AM","AJS",0,2,20,3,8,"BTNW","M","S",1,0,1
"11413",800,53,2,"6/13/2015","9:26:00 AM","AJS",0,2,22,3,9,"REVI","M","S",1,0,1
"11414",800,54,2,"6/13/2015","9:45:00 AM","AJS",0,1,1,1,1,"BLBW","M","S",1,1,0
"11415",800,54,2,"6/13/2015","9:45:00 AM","AJS",0,1,2,1,1,"OVEN","M","S",1,1,0
"11416",800,54,2,"6/13/2015","9:45:00 AM","AJS",0,1,3,1,1,"REVI","M","S",1,1,0
"11417",800,54,2,"6/13/2015","9:45:00 AM","AJS",0,1,4,2,3,"OVEN","M","S",1,0,1
"11419",800,54,2,"6/13/2015","9:45:00 AM","AJS",0,1,7,2,6,"REVI","M","S",1,0,0
"11420",800,54,2,"6/13/2015","9:45:00 AM","AJS",0,1,8,2,6,"BLBW","M","S",1,0,0
"11421",800,54,2,"6/13/2015","9:45:00 AM","AJS",0,1,9,3,6,"REVI","M","S",1,0,0
"11422",800,54,2,"6/13/2015","9:45:00 AM","AJS",0,1,10,3,7,"BLBW","M","S",1,0,0
"11423",795,26,2,"6/16/2015","9:23:00 AM","CH",4,0,1,1,1,"OVEN","M","S",1,1,0
"11424",795,26,2,"6/16/2015","9:23:00 AM","CH",4,0,2,1,1,"REVI","M","S",1,1,0
"11425",795,26,2,"6/16/2015","9:23:00 AM","CH",4,0,3,1,1,"BTNW","M","S",1,1,0
"11426",795,26,2,"6/16/2015","9:23:00 AM","CH",4,0,5,1,1,"BTNW","M","S",1,1,0
"11427",795,26,2,"6/16/2015","9:23:00 AM","CH",4,0,6,1,2,"BLBW","M","S",1,1,0
"11428",795,26,2,"6/16/2015","9:23:00 AM","CH",4,0,7,2,4,"REVI","M","S",1,0,0
"11429",795,26,2,"6/16/2015","9:23:00 AM","CH",4,0,8,2,4,"BTNW","M","S",1,0,0
"11430",795,26,2,"6/16/2015","9:23:00 AM","CH",4,0,9,2,4,"BTNW","M","S",1,0,0
"11431",795,26,2,"6/16/2015","9:23:00 AM","CH",4,0,10,2,4,"BLBW","M","S",1,0,0
"11432",795,26,2,"6/16/2015","9:23:00 AM","CH",4,0,11,2,4,"OVEN","M","S",1,0,0
"11433",795,26,2,"6/16/2015","9:23:00 AM","CH",4,0,13,3,7,"BTNW","M","S",1,0,0
"11434",795,26,2,"6/16/2015","9:23:00 AM","CH",4,0,16,3,8,"OVEN","M","S",1,0,0
"11435",795,26,2,"6/16/2015","9:23:00 AM","CH",4,0,17,3,8,"BLBW","M","S",1,0,0
"11436",795,26,2,"6/16/2015","9:23:00 AM","CH",4,0,18,3,9,"BTBW","M","S",1,1,0
"11437",800,15,2,"6/16/2015","5:30:00 AM","DJW",2,0,1,1,1,"REVI","M","S",1,1,0
"11438",800,15,2,"6/16/2015","5:30:00 AM","DJW",2,0,3,1,1,"BLBW","M","S",1,1,0
"11439",800,15,2,"6/16/2015","5:30:00 AM","DJW",2,0,5,1,4,"BTBW","M","S",1,1,0
"11440",800,15,2,"6/16/2015","5:30:00 AM","DJW",2,0,6,2,4,"REVI","M","S",1,0,1
"11442",800,15,2,"6/16/2015","5:30:00 AM","DJW",2,0,8,3,7,"REVI","M","S",1,0,0
"11444",795,42,2,"6/16/2015","5:32:00 AM","JDW",2,0,1,1,1,"BLBW","M","S",1,1,1
"11445",795,42,2,"6/16/2015","5:32:00 AM","JDW",2,0,2,1,1,"REVI","M","S",1,1,0
"11447",795,42,2,"6/16/2015","5:32:00 AM","JDW",2,0,4,1,1,"BLBW","M","S",1,1,1
"11449",795,42,2,"6/16/2015","5:32:00 AM","JDW",2,0,7,2,4,"REVI","M","S",1,0,0
"11450",795,42,2,"6/16/2015","5:32:00 AM","JDW",2,0,8,2,4,"BLBW","M","S",1,0,1
"11451",795,42,2,"6/16/2015","5:32:00 AM","JDW",2,0,9,2,4,"BLBW","M","S",1,0,1
"11455",795,42,2,"6/16/2015","5:32:00 AM","JDW",2,0,14,3,7,"BLBW","M","S",1,0,1
"11456",795,42,2,"6/16/2015","5:32:00 AM","JDW",2,0,15,3,7,"BLBW","M","S",1,0,1
"11458",795,42,2,"6/16/2015","5:32:00 AM","JDW",2,0,17,3,8,"REVI","M","S",1,0,0
"11459",790,107,2,"6/16/2015","5:50:00 AM","AJS",2,0,4,1,1,"BLBW","M","S",1,1,0
"11463",790,107,2,"6/16/2015","5:50:00 AM","AJS",2,0,20,3,9,"REVI","M","S",1,0,1
"11464",800,14,2,"6/16/2015","5:49:00 AM","DJW",2,0,1,1,1,"BTNW","M","S",1,1,0
"11465",800,14,2,"6/16/2015","5:49:00 AM","DJW",2,0,2,1,1,"REVI","M","S",1,1,1
"11469",800,14,2,"6/16/2015","5:49:00 AM","DJW",2,0,6,1,3,"BTBW","M","S",1,1,0
"11470",800,14,2,"6/16/2015","5:49:00 AM","DJW",2,0,7,2,4,"BTBW","M","S",1,0,0
"11471",800,14,2,"6/16/2015","5:49:00 AM","DJW",2,0,8,2,4,"OVEN","M","S",1,0,0
"11472",800,14,2,"6/16/2015","5:49:00 AM","DJW",2,0,9,2,4,"REVI","M","S",1,0,1
"11473",800,14,2,"6/16/2015","5:49:00 AM","DJW",2,0,10,2,4,"BLBW","M","S",1,0,0
"11475",800,14,2,"6/16/2015","5:49:00 AM","DJW",2,0,12,2,5,"BTNW","M","S",1,0,0
"11477",800,14,2,"6/16/2015","5:49:00 AM","DJW",2,0,14,3,7,"BLBW","M","S",1,0,0
"11478",800,14,2,"6/16/2015","5:49:00 AM","DJW",2,0,15,3,7,"BTBW","M","S",1,0,0
"11480",795,25,2,"6/16/2015","9:08:00 AM","CH",4,0,2,1,1,"BTNW","M","S",1,1,0
"11481",795,25,2,"6/16/2015","9:08:00 AM","CH",4,0,3,1,1,"BLBW","M","S",1,1,0
"11482",795,25,2,"6/16/2015","9:08:00 AM","CH",4,0,4,1,1,"BTBW","M","S",1,1,1
"11484",795,25,2,"6/16/2015","9:08:00 AM","CH",4,0,7,1,2,"BTBW","M","S",1,1,1
"11486",795,25,2,"6/16/2015","9:08:00 AM","CH",4,0,9,2,4,"BTBW","M","S",1,0,1
"11487",795,25,2,"6/16/2015","9:08:00 AM","CH",4,0,10,2,4,"BLBW","M","S",1,0,0
"11488",795,25,2,"6/16/2015","9:08:00 AM","CH",4,0,11,2,4,"BTNW","M","S",1,0,1
"11490",795,25,2,"6/16/2015","9:08:00 AM","CH",4,0,13,2,4,"BTBW","M","S",1,0,1
"11493",795,25,2,"6/16/2015","9:08:00 AM","CH",4,0,16,3,7,"BTNW","M","S",1,0,1
"11494",795,25,2,"6/16/2015","9:08:00 AM","CH",4,0,17,3,7,"BTBW","M","S",1,0,0
"11495",795,25,2,"6/16/2015","9:08:00 AM","CH",4,0,18,3,7,"BLBW","M","S",1,0,0
"11499",795,25,2,"6/16/2015","9:08:00 AM","CH",4,0,22,3,10,"OVEN","M","S",1,1,0
"11500",795,41,2,"6/16/2015","5:47:00 AM","JDW",2,0,1,1,1,"REVI","M","S",1,1,1
"11501",795,41,2,"6/16/2015","5:47:00 AM","JDW",2,0,2,1,1,"REVI","M","S",1,1,1
"11502",795,41,2,"6/16/2015","5:47:00 AM","JDW",2,0,4,1,2,"BLBW","M","S",1,1,1
"11503",795,41,2,"6/16/2015","5:47:00 AM","JDW",2,0,5,1,2,"BLBW","M","S",1,1,1
"11504",795,41,2,"6/16/2015","5:47:00 AM","JDW",2,0,6,1,2,"BTBW","M","S",1,1,0
"11506",795,41,2,"6/16/2015","5:47:00 AM","JDW",2,0,8,1,3,"BTNW","M","S",1,1,0
"11507",795,41,2,"6/16/2015","5:47:00 AM","JDW",2,0,9,2,4,"REVI","M","S",1,0,1
"11508",795,41,2,"6/16/2015","5:47:00 AM","JDW",2,0,10,2,4,"REVI","M","S",1,0,1
"11509",795,41,2,"6/16/2015","5:47:00 AM","JDW",2,0,11,2,4,"BTNW","M","S",1,0,0
"11511",795,41,2,"6/16/2015","5:47:00 AM","JDW",2,0,13,2,6,"BLBW","M","S",1,0,0
"11512",795,41,2,"6/16/2015","5:47:00 AM","JDW",2,0,14,3,7,"BLBW","M","S",1,0,0
"11513",795,41,2,"6/16/2015","5:47:00 AM","JDW",2,0,15,3,7,"BTNW","M","S",1,0,0
"11514",795,41,2,"6/16/2015","5:47:00 AM","JDW",2,0,16,3,7,"REVI","M","S",1,0,1
"11515",795,41,2,"6/16/2015","5:47:00 AM","JDW",2,0,17,3,7,"REVI","M","S",1,0,1
"11517",800,13,2,"6/16/2015","6:03:00 AM","DJW",2,0,1,1,1,"REVI","M","S",1,1,0
"11518",800,13,2,"6/16/2015","6:03:00 AM","DJW",2,0,2,1,1,"BTNW","M","S",1,1,0
"11519",800,13,2,"6/16/2015","6:03:00 AM","DJW",2,0,3,1,1,"OVEN","M","S",1,1,0
"11520",800,13,2,"6/16/2015","6:03:00 AM","DJW",2,0,4,2,4,"REVI","M","S",1,0,1
"11522",800,13,2,"6/16/2015","6:03:00 AM","DJW",2,0,6,2,4,"BTNW","M","S",1,0,0
"11523",800,13,2,"6/16/2015","6:03:00 AM","DJW",2,0,7,2,4,"OVEN","M","S",1,0,0
"11524",800,13,2,"6/16/2015","6:03:00 AM","DJW",2,0,8,3,7,"REVI","M","S",1,0,0
"11525",800,13,2,"6/16/2015","6:03:00 AM","DJW",2,0,9,3,7,"OVEN","M","S",1,0,0
"11526",800,13,2,"6/16/2015","6:03:00 AM","DJW",2,0,11,3,9,"BTNW","M","S",1,0,0
"11528",790,106,2,"6/16/2015","6:07:00 AM","AJS",2,0,1,1,1,"REVI","M","S",1,1,0
"11529",790,106,2,"6/16/2015","6:07:00 AM","AJS",2,0,3,1,1,"BLBW","M","S",1,1,0
"11530",790,106,2,"6/16/2015","6:07:00 AM","AJS",2,0,7,1,3,"BLBW","M","S",1,1,0
"11531",790,106,2,"6/16/2015","6:07:00 AM","AJS",2,0,9,2,3,"REVI","M","S",1,0,0
"11534",800,12,2,"6/16/2015","6:21:00 AM","DJW",2,0,2,1,1,"REVI","M","S",1,1,0
"11535",800,12,2,"6/16/2015","6:21:00 AM","DJW",2,0,3,1,1,"BTBW","M","S",1,1,0
"11539",795,40,2,"6/16/2015","6:06:00 AM","JDW",2,0,1,1,1,"REVI","M","S",1,1,0
"11540",795,40,2,"6/16/2015","6:06:00 AM","JDW",2,0,2,1,1,"BTNW","M","S",1,1,0
"11541",795,40,2,"6/16/2015","6:06:00 AM","JDW",2,0,6,2,4,"REVI","M","S",1,0,1
"11542",795,40,2,"6/16/2015","6:06:00 AM","JDW",2,0,7,2,4,"REVI","M","S",1,1,1
"11543",795,40,2,"6/16/2015","6:06:00 AM","JDW",2,0,9,2,6,"BTNW","M","S",1,0,0
"11544",795,40,2,"6/16/2015","6:06:00 AM","JDW",2,0,11,3,7,"REVI","M","S",1,0,1
"11545",795,40,2,"6/16/2015","6:06:00 AM","JDW",2,0,12,3,8,"REVI","M","S",1,0,1
"11546",795,40,2,"6/16/2015","6:06:00 AM","JDW",2,0,13,3,8,"BTNW","M","S",1,0,0
"11547",795,24,2,"6/16/2015","8:50:00 AM","CH",2,1,1,1,1,"BTNW","M","S",1,1,1
"11548",795,24,2,"6/16/2015","8:50:00 AM","CH",2,1,2,1,1,"REVI","M","S",1,1,1
"11549",795,24,2,"6/16/2015","8:50:00 AM","CH",2,1,3,1,1,"BTNW","M","S",1,1,1
"11551",795,24,2,"6/16/2015","8:50:00 AM","CH",2,1,5,1,1,"OVEN","M","S",1,1,0
"11554",795,24,2,"6/16/2015","8:50:00 AM","CH",2,1,8,2,4,"BTNW","M","S",1,0,1
"11555",795,24,2,"6/16/2015","8:50:00 AM","CH",2,1,9,2,4,"BTNW","M","S",1,0,1
"11559",795,24,2,"6/16/2015","8:50:00 AM","CH",2,1,14,3,7,"BTNW","M","S",1,0,1
"11560",795,24,2,"6/16/2015","8:50:00 AM","CH",2,1,15,3,7,"BTNW","M","S",1,0,1
"11564",800,11,2,"6/16/2015","6:34:00 AM","DJW",2,0,2,1,1,"BTBW","M","S",1,1,0
"11566",800,11,2,"6/16/2015","6:34:00 AM","DJW",2,0,4,1,1,"OVEN","M","S",1,1,1
"11567",800,11,2,"6/16/2015","6:34:00 AM","DJW",2,0,5,1,1,"REVI","M","S",1,1,1
"11569",800,11,2,"6/16/2015","6:34:00 AM","DJW",2,0,7,2,4,"REVI","M","S",1,0,1
"11570",800,11,2,"6/16/2015","6:34:00 AM","DJW",2,0,8,2,4,"OVEN","M","S",1,0,1
"11571",800,11,2,"6/16/2015","6:34:00 AM","DJW",2,0,9,2,4,"BTNW","M","S",1,0,0
"11572",800,11,2,"6/16/2015","6:34:00 AM","DJW",2,0,10,2,4,"BTBW","M","S",1,0,0
"11576",800,11,2,"6/16/2015","6:34:00 AM","DJW",2,0,14,3,8,"BTBW","M","S",1,0,0
"11577",800,11,2,"6/16/2015","6:34:00 AM","DJW",2,0,15,3,8,"REVI","M","S",1,0,1
"11578",800,11,2,"6/16/2015","6:34:00 AM","DJW",2,0,16,3,9,"REVI","M","S",1,0,1
"11579",795,39,2,"6/16/2015","6:22:00 AM","JDW",2,0,2,1,1,"OVEN","M","S",1,1,0
"11580",795,39,2,"6/16/2015","6:22:00 AM","JDW",2,0,5,1,3,"BTBW","M","S",1,1,1
"11581",795,39,2,"6/16/2015","6:22:00 AM","JDW",2,0,6,1,3,"BLBW","M","S",1,1,0
